id_rec_arrec_detalhe;ano_exercicio;ds_municipio;ds_orgao;mes_referencia;mes_ref_extenso;ds_poder;ds_fonte_recurso;ds_cd_aplicacao_fixo;ds_cd_aplicacao_variavel;ds_categoria;ds_subcategoria;ds_fonte;ds_rubrica;ds_alinea;ds_subalinea;vl_arrecadacao;data_atualizacao
1876744;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;310 - SAÚDE - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120200 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA;;68142.66;2015-09-16 14:49:57.251647
1876743;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120200 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA;;113571.12;2015-09-16 14:49:57.251647
1876742;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120200 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA;;272570.54;2015-09-16 14:49:57.251647
1876747;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;310 - SAÚDE - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120400 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;11120431 - RETIDO NAS FONTES - TRABALHO;791569.24;2015-09-16 14:49:57.251647
1876746;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120400 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;11120431 - RETIDO NAS FONTES - TRABALHO;3166274.64;2015-09-16 14:49:57.251647
1876745;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120400 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;11120431 - RETIDO NAS FONTES - TRABALHO;1319282.00;2015-09-16 14:49:57.251647
1876750;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120800 - IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS - BENS IMÓVEIS E DIREITOS REAIS SOBRE IMÓVEIS;;2122711.62;2015-09-16 14:49:57.251647
1876749;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120800 - IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS - BENS IMÓVEIS E DIREITOS REAIS SOBRE IMÓVEIS;;884463.20;2015-09-16 14:49:57.251647
1876748;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;310 - SAÚDE - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11120000 - IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA;11120800 - IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS - BENS IMÓVEIS E DIREITOS REAIS SOBRE IMÓVEIS;;530677.89;2015-09-16 14:49:57.251647
1876753;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;310 - SAÚDE - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11130000 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO;11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA;;3309291.76;2015-09-16 14:49:57.251647
1876752;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11130000 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO;11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA;;5515486.26;2015-09-16 14:49:57.251647
1876751;2013;São José dos Campos;PREFEITURA MUNICIPAL DE SÃO JOSÉ DOS CAMPOS;1;janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - RECEITAS CORRENTES;11000000 - RECEITA TRIBUTÁRIA;11100000 - IMPOSTOS;11130000 - IMPOSTOS SOBRE A PRODUÇÃO E A CIRCULAÇÃO;11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA;;13237166.37;2015-09-16 14:49:57.251647
